0.0,0.36514,0.46711,0.10732
0.0,0.38249,0.47758,0.09807
0.05488,0.29704,0.49753,0.11249
0.0,0.53253,0.43768,0.09371
0.0,1.0,0.40867,0.07816
4e-05,0.59452,0.43624,0.73091
0.00042,0.21161,0.43263,0.36177
0.0,0.14358,0.42562,0.05975
0.49958,0.50058,0.93621,0.03689
0.2074,0.81723,0.62811,0.0
0.0,0.72039,0.45083,0.08627
0.0,0.81867,0.44958,0.17326
0.34576,0.34676,0.99913,9e-05
0.24455,0.24555,0.0,0.12855
0.38371,0.38471,1.0,0.0
0.34574,0.34674,0.6042,0.05581
0.18334,0.62523,0.61505,0.09453
0.20709,0.82929,0.67029,0.00898
0.26585,0.59166,0.69945,0.20698
0.0,0.36479,0.47443,0.10459
0.15573,0.52267,0.62375,0.24593
0.07024,0.58663,0.50199,0.02575
0.21452,0.5994,0.63369,0.16814
0.10314,0.69468,0.53549,0.00535
0.10594,0.34364,0.5016,0.08292
0.0,0.50009,0.47232,0.12782
0.0,0.5686,0.42777,0.29376
0.14343,0.75826,0.58037,0.28591
0.16728,0.65215,0.62135,0.13556
0.99664,0.99764,0.77518,0.95297
0.00129,0.46516,0.44251,0.12076
0.15395,0.6281,0.55937,0.14139
0.16919,0.72816,0.5829,0.03027
0.0,0.45905,0.45955,0.10345
0.13176,0.58102,0.56249,0.10936
0.18262,0.60495,0.61815,0.20289
0.01293,1.0,0.42035,0.13169
0.99899,0.99999,0.72318,0.34543
0.26977,0.27077,0.0,0.13626
0.0,0.59451,0.47543,0.95895
0.11749,0.75525,0.58038,0.14068
0.00035,1.0,0.40085,0.04662
0.0,0.45944,0.44742,0.10327
0.00642,0.74864,0.40433,0.06927
0.12082,0.49543,0.54952,0.17212
0.01069,1.0,0.34718,0.08453
0.15765,0.58904,0.58728,0.23606
0.08218,0.74728,0.48766,0.07855
0.25067,1.0,0.43728,0.88769
0.14763,0.71547,0.59475,0.05777
0.09663,0.44604,0.53035,0.07103
0.00102,0.48247,0.42823,0.10676
0.0,0.75149,0.42911,0.05845
0.999,1.0,0.61679,0.4153
0.02294,0.4415,0.46099,0.07348
0.11359,0.59683,0.49375,0.00971
0.0,0.29241,0.41634,0.11964
0.1304,0.62575,0.55512,0.01552
0.05508,0.47327,0.50908,0.09491
0.0,0.50001,0.44294,0.03318
0.99137,0.99237,0.51891,0.99903
0.10301,0.52165,0.52791,0.59069
0.04731,0.46044,0.49866,0.27927
8e-05,0.52205,0.46869,0.03635
0.00029,0.50989,0.4501,0.13537
0.05794,0.55604,0.50974,3e-05
5e-05,0.55618,0.43731,0.7231
2e-05,0.562,0.42945,0.32716
0.0,0.52594,0.45345,0.10874
0.0,0.48528,0.45003,0.1119
0.00014,0.53394,0.45124,0.1787
0.08013,0.98157,0.4691,0.22013
0.0,1.0,0.40939,0.17003
0.05125,0.99714,0.41823,0.07923
0.03967,0.98891,0.44081,0.01037
1e-05,0.99977,0.4089,0.23455
0.0,0.86515,0.40846,0.10536
2e-05,0.99849,0.4013,0.54393
2e-05,0.99999,0.46323,0.06503
0.0,0.86957,0.39898,0.10663
0.17512,1.0,0.50761,0.85436
0.21481,1.0,0.50362,0.88054
0.0,0.2568,0.43817,0.25204
0.0,0.19972,0.41421,0.11809
0.06002,0.62224,0.46351,0.10059
0.0,0.9999,0.40318,0.12565
0.0,0.35558,0.43457,0.27378
2e-05,0.3785,0.46435,0.13308
0.07105,0.54402,0.51888,0.01254
0.0,0.38572,0.46971,0.20929
6e-05,0.48706,0.47835,0.1387
0.04544,0.45707,0.50707,0.24349
8e-05,0.44527,0.47181,0.24799
0.0,0.38054,0.46252,0.12643
0.0,0.40455,0.46579,0.21207
0.0,0.3659,0.46451,0.09923
4e-05,0.40279,0.4753,0.33924
0.16358,0.55519,0.54736,0.03744
0.21311,0.67759,0.6043,0.01068
